chrom	position	beta	pval	mean_young	mean_mid	mean_old	direction	cpg	cpg_beta	cpg_p	direction_scot	concordant
chr1	9825023	-0.7080853396247772	0.0296114799987981	87.87878787878789	70.0	48.80952380952381	hypo	cg00174452	0.316971573093908	3.25048289991307e-10	hyper	False
chr1	10651344	-0.8852886466738211	0.0007914415536593	58.33333333333334	35.5	9.523809523809522	hypo	cg05454781	0.649127699556158	2.6599245257958695e-11	hyper	False
chr1	11436051	-0.8107538931029578	0.0231978059792038	86.36363636363636	50.0	42.857142857142854	hypo	cg21167810	-0.373687112642749	6.6833688623624495e-12	hypo	True
chr1	11459406	-0.6334120022867616	0.0484036842545641	85.60606060606061	55.0	51.785714285714285	hypo	cg10782367	-0.289617529344217	6.3325683822543e-13	hypo	True
chr1	11504852	-0.7293391678394477	0.0037675423535238	39.39393939393939	10.0	0.0	hypo	cg02883407	-0.888782836672234	6.0506955647177e-47	hypo	True
chr1	12185435	-0.8245863663103119	0.0112576686840622	100.0	45.0	57.142857142857146	hypo	cg07707505	-0.844317834212138	1.46399268536375e-38	hypo	True
chr1	12201600	-0.7373822070358587	0.0413189710940543	79.54545454545455	40.0	40.47619047619048	hypo	cg00502254	-0.326877469507128	8.16009616488784e-10	hypo	True
chr1	12445337	0.7990973145574345	0.0073652006720647	18.181818181818183	35.41666666666667	62.5	hyper	cg04275506	-0.473891233997769	1.77469001488614e-17	hypo	False
chr1	12806027	-0.5832528196800939	0.0436469385861315	66.70995670995671	56.66666666666667	34.166666666666664	hypo	cg00945108	-0.370056844460615	5.1417274787729e-11	hypo	True
chr1	14029875	-0.7431068822771048	0.0293971335094228	75.75757575757575	60.0	34.523809523809526	hypo	cg25402049	-1.17459368651982	8.920425505650241e-95	hypo	True
chr1	14085821	0.9883224396130946	0.0032339870439062	31.818181818181817	65.0	85.71428571428571	hyper	cg14585803	-0.454371920281647	4.26245867228765e-19	hypo	False
chr1	15359950	0.8784397591906292	0.0045622120043711	42.42424242424243	70.0	90.47619047619048	hyper	cg16070053	0.351111299338979	1.91981625838831e-13	hyper	True
chr1	15500722	0.8936632507710826	0.0107520212300979	18.181818181818183	36.0	67.85714285714286	hyper	cg17670798	0.374606801964121	8.91350577357202e-16	hyper	True
chr1	15671522	0.714742541149665	0.0260119382665718	50.0	70.0	89.28571428571429	hyper	cg13265331	-0.563663088244616	1.7812939082628998e-19	hypo	False
chr1	15734285	-0.7015706073932236	0.0455126895716115	65.9090909090909	76.66666666666667	25.0	hypo	cg27582527	-0.583567201379829	1.64506604161656e-18	hypo	True
chr1	15739283	-0.776638973226393	0.0351057643561408	72.72727272727273	70.0	28.571428571428573	hypo	cg27333269	-0.408680097631172	1.12019817305258e-21	hypo	True
chr1	15946777	-0.7588484440151366	0.0111741138958888	56.06060606060607	35.666666666666664	14.285714285714286	hypo	cg16034863	-0.42942590408614	1.37691986425699e-11	hypo	True
chr1	16292047	-0.6237370420939773	0.0474703574980003	56.06060606060607	20.0	23.214285714285715	hypo	cg05997779	-0.724046818655406	1.12873576414377e-36	hypo	True
chr1	17305262	-0.6356461798413202	0.0255995606171102	46.969696969696976	0.0	14.285714285714286	hypo	cg17725627	0.614404798290928	5.24587130316007e-21	hyper	False
chr1	17424524	-1.2751131270947842	2.2492737651016605e-05	72.72727272727273	25.0	3.5714285714285716	hypo	cg06746829	0.562718074220999	4.1973800549860597e-13	hyper	False
chr1	17528238	-0.6586743983456982	0.0171102764029371	36.36363636363637	20.0	0.0	hypo	cg19414383	-0.647646836961359	3.4341896879000797e-18	hypo	True
chr1	17721457	-0.7424463428261917	0.0263029853107818	54.54545454545455	26.666666666666668	14.285714285714286	hypo	cg09858508	-0.609159490436243	1.24750550102125e-36	hypo	True
chr1	17877451	0.8976472102828634	0.0042226876869333	31.818181818181817	75.0	79.76190476190477	hyper	cg08947790	-0.332872277580524	4.17513169656652e-16	hypo	False
chr1	17880592	-0.8801882459724577	0.0061878175168456	68.18181818181819	22.5	21.428571428571427	hypo	cg11624664	-0.371868561565294	1.85949307001549e-14	hypo	True
chr1	19407878	-0.6416816971771132	0.0320415475522798	48.48484848484848	16.666666666666668	14.285714285714286	hypo	cg23332713	1.36621017750221	4.40918015187324e-27	hyper	False
chr1	19640712	-0.7520824477571577	0.0424711451420576	81.81818181818181	30.0	42.857142857142854	hypo	cg15026089	-0.328103300140962	2.26767349998867e-12	hypo	True
chr1	19687988	-0.738476630243744	0.0380308433260569	74.24242424242425	50.0	33.92857142857143	hypo	cg24593138	0.334257158042297	1.09744878510783e-17	hyper	False
chr1	19972777	-0.6274658520531506	0.0176268309864913	40.90909090909091	14.0	7.142857142857143	hypo	cg14304787	0.622426898716486	6.24674904066411e-48	hyper	False
chr1	20306195	-0.5606814280396666	0.030006798741968	36.36363636363637	0.0	7.142857142857143	hypo	cg16569828	-0.429420341176863	9.103172046751728e-11	hypo	True
chr1	20306299	-0.6868962701798038	0.0353241089597882	63.63636363636363	25.0	27.380952380952383	hypo	cg13819825	-0.617934787116904	5.47188662467579e-21	hypo	True
chr1	20934738	-0.8941113814573884	0.003753908655334	69.6969696969697	33.33333333333333	21.428571428571427	hypo	cg15168850	1.12616259518738	3.2451157896420304e-15	hyper	False
chr1	21596298	0.7794106485694399	0.0215676111926732	21.21212121212121	40.0	64.28571428571429	hyper	cg26467313	-0.501117569106659	5.32556750651617e-24	hypo	False
chr1	22210755	0.7508390793789684	0.0323354009280518	22.727272727272727	40.0	64.28571428571429	hyper	cg19350358	-0.779467686293963	2.4479101234426e-43	hypo	False
chr1	22269666	0.7357049549006975	0.0076322532468743	6.818181818181818	15.0	48.214285714285715	hyper	cg27347036	0.673618297021376	8.123383368178881e-31	hyper	True
chr1	22920119	-0.4940057987592736	0.0395535026761549	27.272727272727273	15.0	0.0	hypo	cg05266226	-0.250599112819815	1.9194374889722597e-11	hypo	True
chr1	23704878	-0.6920834476325618	0.0216438373132141	65.15151515151516	50.0	26.785714285714285	hypo	cg06267139	-0.698900125619968	8.39142880169465e-22	hypo	True
chr1	23797190	0.8752536277215197	0.0021481541048917	0.0	0.0	50.0	hyper	cg18958135	0.778879407505781	3.42496073006682e-25	hyper	True
chr1	23907877	0.8718861716972572	0.0118394379571407	16.666666666666664	45.0	64.28571428571429	hyper	cg17464510	-0.331567277615477	1.32443964496558e-08	hypo	False
chr1	24235340	-0.5538169984517474	0.0089689196415725	31.818181818181817	3.33333333333333	2.3809523809523787	hypo	cg18869856	0.683199099830241	6.86927239692897e-10	hyper	False
chr1	24435582	-0.5729596907742842	0.0282492528024433	31.818181818181817	20.0	0.0	hypo	cg23076913	0.339327255595782	8.84741801774672e-15	hyper	False
chr1	24678611	-0.9569791950795768	0.0007825921910059	93.93939393939397	78.33333333333334	40.47619047619048	hypo	cg12919303	-0.392494295161459	3.23927794630266e-10	hypo	True
chr1	24866714	1.1285795733744055	0.0003948200172168	3.030303030303027	44.66666666666667	64.28571428571429	hyper	cg08548486	1.07034097307403	3.08240902429018e-129	hyper	True
chr1	25226129	-0.8805897503445813	0.0089254068155673	86.36363636363636	60.0	38.095238095238095	hypo	cg23086176	-0.399370118772335	5.0716193484983095e-12	hypo	True
chr1	25238271	-0.6646710604196729	0.0492384120539327	60.606060606060616	30.0	25.0	hypo	cg21217270	-0.500926216606263	4.46209457890786e-13	hypo	True
chr1	25358981	-0.9354135996450776	0.0009089665321047	66.66666666666666	29.880952380952372	16.071428571428566	hypo	cg20692268	0.321553597595397	8.01213887266027e-09	hyper	False
chr1	26010540	-0.6738745767690604	0.0355772961857694	50.90909090909091	26.666666666666664	14.285714285714286	hypo	cg05719579	0.417858100890999	1.13316807343487e-18	hyper	False
chr1	26063314	0.7265286372345827	0.04300651544644	27.272727272727273	70.0	65.47619047619048	hyper	cg18347602	0.238999118969188	3.90015634556896e-10	hyper	True
chr1	26092973	0.6581174729263011	0.0464389619027691	13.636363636363637	45.0	48.80952380952382	hyper	cg12534265	1.01180338416121	1.40068761428599e-63	hyper	True
chr1	26109813	-0.7531962985959519	0.0359709366769564	81.81818181818181	60.0	40.47619047619048	hypo	cg02518550	0.469140523230611	1.0269653236626299e-28	hyper	False
chr1	26332153	-0.7395516258207201	0.0306535875443147	63.63636363636363	40.0	23.214285714285715	hypo	cg01895164	0.386379854981276	3.746556201608e-10	hyper	False
chr1	26436760	-0.9216468103327018	0.0069803175803004	59.09090909090909	50.0	7.142857142857143	hypo	cg00201145	0.264225829423187	1.33392662751636e-10	hyper	False
chr1	26910914	0.6884712034588436	0.0187183204488607	3.030303030303027	36.666666666666664	39.761904761904766	hyper	cg11975185	0.330381670396411	3.5246541921495604e-09	hyper	True
chr1	26925356	-0.8152999587357118	0.0167757018983541	63.63636363636363	53.33333333333333	17.857142857142858	hypo	cg01402208	0.436536402209653	4.69582886809944e-18	hyper	False
chr1	27066030	1.022494347206993	0.0008307028060444	33.333333333333336	65.16666666666667	89.28571428571429	hyper	cg11980493	0.649767332288928	4.50207121437575e-13	hyper	True
chr1	27440721	-0.4668200672403257	0.040967227610856	28.78787878787879	10.0	3.5714285714285716	hypo	cg25130381	-0.488314172877451	3.46082382097267e-24	hypo	True
chr1	27442542	-0.702956445064747	0.0409446947583307	77.27272727272727	80.0	36.90476190476191	hypo	cg23537353	-0.267850797471238	3.5933809914655903e-09	hypo	True
chr1	27677072	-0.8958469164852774	0.0109477287941388	63.63636363636363	40.0	14.285714285714286	hypo	cg04123310	-0.337659807617503	5.32397240790507e-16	hypo	True
chr1	28453832	0.3542693255063293	0.0259989240477887	0.0	0.0	20.238095238095237	hyper	cg21498648	0.452451213166898	5.522641731047501e-15	hyper	True
chr1	29189655	-0.6780243187312668	0.043046701848457	45.45454545454545	40.0	7.142857142857143	hypo	cg03987199	-0.472720072101275	9.47419249603279e-33	hypo	True
chr1	29581136	-0.768207381411798	0.0282672506363476	72.72727272727273	30.0	32.142857142857146	hypo	cg02552307	-1.15836915936314	4.69230487122106e-86	hypo	True
chr1	30229976	-0.82365384002667	0.0148227372738156	59.09090909090909	30.0	14.285714285714286	hypo	cg09551984	-0.471181742229661	6.36492233017143e-16	hypo	True
chr1	30667284	-0.5821476650189445	0.0229075469607684	37.87878787878788	20.666666666666668	5.95238095238095	hypo	cg26107250	-0.391011200314421	2.57163412456587e-10	hypo	True
chr1	31595289	-0.7112067123241895	0.048543476301143	68.18181818181819	55.0	28.571428571428573	hypo	cg09412490	-0.390202265846827	1.09598075082803e-22	hypo	True
chr1	32041898	-0.3142872610951847	0.0248084781670991	16.666666666666664	0.0	0.0	hypo	cg15120085	0.360839855121469	3.65503147259723e-12	hyper	False
chr1	32172204	-0.8077749896968797	0.0168227015705366	54.54545454545455	40.0	9.523809523809522	hypo	cg00566320	0.774882928629416	4.93706811576177e-53	hyper	False
chr1	32219777	-0.8113755772920525	0.0171036339604469	63.63636363636363	10.0	21.428571428571427	hypo	cg00547484	0.676568318130975	5.43281384740157e-16	hyper	False
chr1	32264595	0.73564667200797	0.0373649219098194	22.727272727272727	75.0	60.714285714285715	hyper	cg07863854	-0.25617343691814	2.8348712163224e-09	hypo	False
chr1	32644760	0.937732888725524	0.0083577287367511	27.272727272727273	56.66666666666667	78.57142857142857	hyper	cg19120342	0.295173207240932	1.3410526327403e-13	hyper	True
chr1	33070069	0.7137012201329315	0.0298221312770893	36.36363636363637	64.0	75.0	hyper	cg09066963	-1.64218566382451	3.08256821222745e-71	hypo	False
chr1	33648819	0.7899533762761685	0.0061264233109044	53.030303030303045	60.0	97.61904761904762	hyper	cg03036777	-0.598840978931959	5.95405741856627e-26	hypo	False
chr1	33734388	-0.7205319751606081	0.0342377681548321	81.81818181818181	53.333333333333336	42.857142857142854	hypo	cg23277061	-0.376633009554519	4.005128800695118e-11	hypo	True
chr1	35220531	-0.961590019482028	0.0077911619107758	81.81818181818181	60.0	28.571428571428573	hypo	cg25373430	0.344134180028554	1.10559774632351e-11	hyper	False
chr1	35586453	-0.6178245664206089	0.0160777449395762	39.39393939393939	0.0	7.142857142857143	hypo	cg12901910	-0.304224594244867	9.092717300325593e-14	hypo	True
chr1	35914081	-0.8210505374848365	0.0166948422936668	68.18181818181819	20.0	25.0	hypo	cg13877715	-0.720341950817425	3.88557456688985e-21	hypo	True
chr1	36042433	-0.8386649228425161	0.0008549708974985	50.0	0.0	5.95238095238095	hypo	cg07196426	0.452619303818072	4.02948194818181e-26	hyper	False
chr1	36474329	-0.7499731621155868	0.0269370368593915	95.45454545454544	50.0	56.12244897959183	hypo	cg04762133	0.346023598461972	1.0119504914725e-09	hyper	False
chr1	36946448	0.7933467358083097	0.0220027633275417	36.36363636363637	76.66666666666667	78.57142857142857	hyper	cg06887400	-0.44691235176196	1.67067331273193e-19	hypo	False
chr1	37944257	-0.666406595447562	0.0440946662226726	54.54545454545455	36.66666666666667	17.857142857142858	hypo	cg00859858	-0.459548775666389	1.11842939675312e-08	hypo	True
chr1	38227381	-0.7843323150664385	0.0181740510850212	63.63636363636363	30.0	21.428571428571427	hypo	cg11521434	-0.262120973434875	4.922811439140819e-11	hypo	True
chr1	38317368	-0.6726299132154774	0.0474736313974393	68.18181818181819	45.0	31.547619047619047	hypo	cg23884530	-0.501105192932901	6.01520415077341e-17	hypo	True
chr1	38453895	-0.6771176959555038	0.0225385965852825	54.54545454545455	13.333333333333332	19.047619047619047	hypo	cg00764894	0.364340518380967	7.94328700483523e-14	hyper	False
chr1	38692433	-0.7212961286430368	0.0172097290000519	90.9090909090909	71.66666666666667	51.1904761904762	hypo	cg12773787	0.30526171091145	3.4750691822474596e-12	hyper	False
chr1	38940901	-0.6096779131926826	0.0121555007610433	36.36363636363637	10.0	3.5714285714285716	hypo	cg00817765	-0.237633751924145	7.3985074264454406e-09	hypo	True
chr1	39196971	0.7219463066907984	0.0284692478649405	45.45454545454545	76.66666666666667	84.28571428571429	hyper	cg12602838	0.251142273549544	1.64678100127507e-09	hyper	True
chr1	39255317	0.6050204624760489	0.0076501698930129	6.666666666666663	13.333333333333332	40.714285714285715	hyper	cg25064860	0.303072645873994	8.88428783708132e-15	hyper	True
chr1	39301897	-0.9228901787108912	0.0059521457365143	63.63636363636363	20.0	14.285714285714286	hypo	cg04094548	-0.728023114535956	3.18093849945928e-32	hypo	True
chr1	39491459	-0.5606814280396665	0.021317556083321	36.36363636363637	0.0	7.142857142857143	hypo	cg07388493	-0.581267566358514	6.89396563528837e-25	hypo	True
chr1	39794285	-0.5977687754453396	0.0439382849991596	95.45454545454544	80.0	62.5	hypo	cg05534963	-0.613727158562618	2.16880882073574e-22	hypo	True
chr1	40123717	0.6989673048513902	0.0068892164837166	0.0	8.33333333333333	39.285714285714285	hyper	cg07951355	-0.444687967771474	3.53785918446239e-19	hypo	False
chr1	40149432	-0.2571441227142421	0.0117784391011029	13.636363636363637	0.0	0.0	hypo	cg13896192	0.394172029701498	8.272176971521499e-12	hyper	False
chr1	40361053	-0.8713810532936178	0.0061999049963298	77.27272727272727	32.5	30.952380952380953	hypo	cg11837582	-0.75431063310896	1.15853989757512e-32	hypo	True
chr1	41208516	-0.6567316352547778	0.0279448280204362	50.0	26.666666666666668	14.285714285714286	hypo	cg22291279	0.621368865031984	8.33525541271839e-19	hyper	False
chr1	41851836	-0.7030600590962628	0.0444188537698937	65.15151515151516	65.0	25.0	hypo	cg19309616	-0.288168483126198	9.37580806801641e-10	hypo	True
chr1	42147810	-0.5007666143156771	0.0332707811194266	27.272727272727273	10.0	0.0	hypo	cg08867705	-0.593416264246063	1.4595337645198399e-29	hypo	True
chr1	43672232	0.7110642430308554	0.0152177946858845	38.63636363636363	78.33333333333334	76.19047619047619	hyper	cg15702910	0.384682701142633	2.37282399430099e-19	hyper	True
chr1	44423424	-0.7293935652059937	0.0269396155754389	62.12121212121213	49.5	21.428571428571427	hypo	cg13843891	0.733797700106457	1.19163165331594e-08	hyper	False
chr1	44730444	-1.301638319162819	5.3938176176258767e-05	100.0	46.66666666666667	29.761904761904763	hypo	cg15688888	0.371273154416285	1.5584784561892998e-13	hyper	False
chr1	44876863	-0.6157134305284755	0.0454898662645091	87.87878787878789	76.66666666666667	53.57142857142857	hypo	cg14845179	0.31813494560178	3.5338081320189105e-15	hyper	False
chr1	44877746	-0.6831920685531154	0.0432448243093929	50.0	53.33333333333333	10.714285714285714	hypo	cg21674250	-0.27056722447955	4.28211364096827e-09	hypo	True
chr1	44877749	-0.7337816194406862	0.0220030011705516	45.45454545454545	45.0	3.5714285714285716	hypo	cg15830864	-0.270974581916333	4.7891258509686894e-11	hypo	True
chr1	45189875	-0.6889426473022402	0.0317891082592242	54.54545454545455	20.0	17.857142857142858	hypo	cg02359160	-0.391175689505485	2.76713538734386e-13	hypo	True
chr1	45770648	-0.6035387818253735	0.0150053920962536	38.63636363636363	0.0	7.142857142857143	hypo	cg09409484	1.23958688436089	2.19936021296045e-132	hyper	False
chr1	45908069	0.5984539232287375	0.0486220362937871	31.818181818181817	57.16666666666667	64.04761904761905	hyper	cg20965559	-0.338952371223453	8.33699879922112e-17	hypo	False
chr1	46645697	-0.2857156919047132	0.0032816720874409	15.151515151515143	0.0	0.0	hypo	cg26294850	-0.803378313590051	1.99985710619645e-27	hypo	True
chr1	46915541	-0.648976124995823	0.0217107077243586	44.24242424242424	29.166666666666664	8.333333333333336	hypo	cg21622990	-0.28140208715738	8.450508707893701e-11	hypo	True
chr1	46954407	-0.3367909335650141	0.0217282225403249	19.696969696969692	2.5	1.7857142857142858	hypo	cg01858698	-0.309678296616468	1.990199718361e-08	hypo	True
chr1	47918060	-0.7663034735826959	0.0326453033916809	63.63636363636363	43.33333333333333	21.428571428571427	hypo	cg07849436	-0.303046493269612	7.97888680141997e-10	hypo	True
chr1	47923504	-0.6316311361200845	0.0425564972185633	36.36363636363637	40.0	0.0	hypo	cg10926435	-0.264143905999718	6.399682189408499e-12	hypo	True
chr1	48283684	-0.936411809823698	0.0039296666490096	63.63636363636363	10.0	14.285714285714286	hypo	cg12545905	0.301492966037257	8.5486621171802e-09	hyper	False
chr1	48342535	-0.7462282549765171	0.0278230297281636	81.06060606060606	70.0	39.285714285714285	hypo	cg25356759	-0.482023277170616	7.03675389405584e-11	hypo	True
chr1	48403714	0.6976850812113827	0.045704977372282	31.818181818181817	35.0	71.42857142857143	hyper	cg01818044	0.477781710705822	4.38481224359889e-29	hyper	True
chr1	50022440	-0.7050675809568808	0.0224542210392439	45.45454545454545	20.0	7.142857142857143	hypo	cg19624489	0.317872363762479	5.401537605116631e-09	hyper	False
chr1	51442318	-0.6125920578290631	0.0235330314914585	40.90909090909091	25.0	7.142857142857143	hypo	cg21140898	0.782433721261244	3.25665809782945e-74	hyper	False
chr1	51634267	-0.5862740938240596	0.016792516188566	39.39393939393939	23.333333333333332	7.142857142857143	hypo	cg10531339	-0.70080452782191	9.69020671562482e-29	hypo	True
chr1	51972309	-0.5940775255725906	0.0440516856676999	59.6969696969697	31.0	27.97619047619047	hypo	cg13040524	0.957214368751678	6.371976382077873e-60	hyper	False
chr1	51982669	-0.3142872610951846	0.0248084781670991	16.666666666666664	0.0	0.0	hypo	cg04542977	0.497427349525218	9.64169571547224e-21	hyper	False
chr1	52499691	0.753073256933527	0.0336741989890252	36.36363636363637	70.0	76.78571428571429	hyper	cg17076592	0.401474072586397	1.81421500377772e-22	hyper	True
chr1	52889575	-0.7755251223875987	0.011177617074526	56.06060606060607	23.333333333333332	14.285714285714286	hypo	cg16602500	-0.625635804255526	5.89257608474921e-27	hypo	True
chr1	53072410	-0.7337039089170493	0.0301691121713699	74.24242424242425	15.0	36.90476190476191	hypo	cg03330022	-0.278864248822686	1.6708180783075702e-09	hypo	True
chr1	53098421	-0.7613429518238787	0.0150448301125245	68.18181818181819	33.33333333333333	27.380952380952383	hypo	cg26845363	-0.623282389527659	1.2983453591930702e-44	hypo	True
chr1	53925299	-0.980318255678502	0.0061544359034266	63.63636363636363	70.0	7.142857142857143	hypo	cg20633276	-0.276923190513194	2.1732694949443398e-12	hypo	True
chr1	53925306	-0.8156496560920775	0.0205737025467686	54.54545454545455	65.0	7.142857142857143	hypo	cg06051201	-0.336258360468705	2.02844397384741e-17	hypo	True
chr1	53932577	-0.7191461374890847	0.0145633126792628	95.45454545454544	75.0	55.95238095238095	hypo	cg15962336	0.298800920802682	2.46774788969824e-09	hyper	False
chr1	54144343	0.9319434547145808	0.0063019285513534	9.090909090909092	30.0	60.714285714285715	hyper	cg23019565	0.384465982677704	1.28245782189988e-11	hyper	True
chr1	54206706	-0.8632862070814491	0.0128312303629885	68.18181818181819	35.0	21.428571428571427	hypo	cg06661311	-0.416418933205941	1.06555065355008e-10	hypo	True
chr1	54514785	0.9040971837447196	0.0073809609986761	20.454545454545453	60.0	69.04761904761905	hyper	cg26030025	0.541808490851459	5.90938524596957e-39	hyper	True
