chrom	position	cpg_set	tissue	state_raw	state_group	input_set
chr12	49364094	concordant	Blood_PBMC	11_BivFlnk	Bivalent	CGI
chr12	113531238	concordant	Blood_PBMC	7_Enh	Enhancer	CGI
chr12	117477000	concordant	Blood_PBMC	5_TxWk	Tran- scription	CGI
chr12	121890311	concordant	Blood_PBMC	6_EnhG	Enhancer	CGI
chr12	133186923	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr12	133363304	concordant	Blood_PBMC	4_Tx	Tran- scription	CGI
chr13	102106423	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr13	111290667	concordant	Blood_PBMC	4_Tx	Tran- scription	CGI
chr13	113676829	concordant	Blood_PBMC	5_TxWk	Tran- scription	CGI
chr14	95826734	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr14	100141862	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr15	30336915	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr15	42371653	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr15	69325362	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr15	79092743	concordant	Blood_PBMC	15_Quies	Quiescent	CGI
chr16	4732369	concordant	Blood_PBMC	4_Tx	Tran- scription	CGI
chr16	51188372	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr16	88961784	concordant	Blood_PBMC	5_TxWk	Tran- scription	CGI
chr16	89920590	concordant	Blood_PBMC	15_Quies	Quiescent	CGI
chr17	4900376	concordant	Blood_PBMC	2_TssAFlnk	Active promoter	CGI
chr17	7165255	concordant	Blood_PBMC	12_EnhBiv	Bivalent	CGI
chr17	15821130	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr17	40715244	concordant	Blood_PBMC	7_Enh	Enhancer	CGI
chr17	42431859	concordant	Blood_PBMC	1_TssA	Active promoter	CGI
chr17	46669492	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr17	48649272	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr17	72931736	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr17	75789393	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr17	78188904	concordant	Blood_PBMC	4_Tx	Tran- scription	CGI
chr17	79428404	concordant	Blood_PBMC	5_TxWk	Tran- scription	CGI
chr17	79466077	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr17	79495664	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr18	77171010	concordant	Blood_PBMC	4_Tx	Tran- scription	CGI
chr19	2323913	concordant	Blood_PBMC	4_Tx	Tran- scription	CGI
chr19	2425476	concordant	Blood_PBMC	4_Tx	Tran- scription	CGI
chr19	2717615	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr19	3611840	concordant	Blood_PBMC	4_Tx	Tran- scription	CGI
chr19	3698157	concordant	Blood_PBMC	5_TxWk	Tran- scription	CGI
chr19	5093541	concordant	Blood_PBMC	4_Tx	Tran- scription	CGI
chr19	13944261	concordant	Blood_PBMC	2_TssAFlnk	Active promoter	CGI
chr19	16466636	concordant	Blood_PBMC	7_Enh	Enhancer	CGI
chr19	19654768	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr19	36246402	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr19	36612911	concordant	Blood_PBMC	4_Tx	Tran- scription	CGI
chr19	40730425	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr19	57306738	concordant	Blood_PBMC	9_Het	Hetero- chromatin	CGI
chr19	58728560	concordant	Blood_PBMC	9_Het	Hetero- chromatin	CGI
chr2	636606	concordant	Blood_PBMC	11_BivFlnk	Bivalent	CGI
chr2	5832882	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr2	48844892	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr2	48844908	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr2	48844984	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr2	72012863	concordant	Blood_PBMC	15_Quies	Quiescent	CGI
chr2	131798087	concordant	Blood_PBMC	10_TssBiv	Bivalent	CGI
chr2	162283979	concordant	Blood_PBMC	12_EnhBiv	Bivalent	CGI
chr2	176964101	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr2	198649783	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr2	219824761	concordant	Blood_PBMC	11_BivFlnk	Bivalent	CGI
chr2	223163033	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr2	234777085	concordant	Blood_PBMC	2_TssAFlnk	Active promoter	CGI
chr2	236774071	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr20	32856747	concordant	Blood_PBMC	11_BivFlnk	Bivalent	CGI
chr20	44829722	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr20	62084549	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr21	36259383	concordant	Blood_PBMC	1_TssA	Active promoter	CGI
chr21	36259397	concordant	Blood_PBMC	1_TssA	Active promoter	CGI
chr21	36259460	concordant	Blood_PBMC	1_TssA	Active promoter	CGI
chr21	45177538	concordant	Blood_PBMC	4_Tx	Tran- scription	CGI
chr22	29866624	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr22	50625225	concordant	Blood_PBMC	2_TssAFlnk	Active promoter	CGI
chr3	10370624	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr3	13324924	concordant	Blood_PBMC	12_EnhBiv	Bivalent	CGI
chr3	68982020	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr3	105072683	concordant	Blood_PBMC	11_BivFlnk	Bivalent	CGI
chr3	122631723	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr3	138725153	concordant	Blood_PBMC	9_Het	Hetero- chromatin	CGI
chr3	138725199	concordant	Blood_PBMC	9_Het	Hetero- chromatin	CGI
chr3	183977549	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr4	964011	concordant	Blood_PBMC	6_EnhG	Enhancer	CGI
chr4	1570791	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr4	1625248	concordant	Blood_PBMC	15_Quies	Quiescent	CGI
chr4	3516534	concordant	Blood_PBMC	4_Tx	Tran- scription	CGI
chr4	3516637	concordant	Blood_PBMC	4_Tx	Tran- scription	CGI
chr4	8582287	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr4	10079364	concordant	Blood_PBMC	4_Tx	Tran- scription	CGI
chr4	187647690	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr5	1494980	concordant	Blood_PBMC	6_EnhG	Enhancer	CGI
chr5	2752882	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr5	115697214	concordant	Blood_PBMC	4_Tx	Tran- scription	CGI
chr5	134363562	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr5	138730783	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr5	149569938	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr6	30228254	concordant	Blood_PBMC	2_TssAFlnk	Active promoter	CGI
chr6	31867757	concordant	Blood_PBMC	7_Enh	Enhancer	CGI
chr6	32847762	concordant	Blood_PBMC	4_Tx	Tran- scription	CGI
chr6	41374806	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr6	44119668	concordant	Blood_PBMC	5_TxWk	Tran- scription	CGI
chr6	44213713	concordant	Blood_PBMC	2_TssAFlnk	Active promoter	CGI
chr6	88757302	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr6	100915191	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr7	4806949	concordant	Blood_PBMC	4_Tx	Tran- scription	CGI
chr7	55073248	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr7	64349450	concordant	Blood_PBMC	11_BivFlnk	Bivalent	CGI
chr7	101962225	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr7	121946036	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr7	155142756	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr8	21769903	concordant	Blood_PBMC	2_TssAFlnk	Active promoter	CGI
chr8	41583523	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr8	99953809	concordant	Blood_PBMC	11_BivFlnk	Bivalent	CGI
chr8	144790102	concordant	Blood_PBMC	13_ReprPC	Polycomb repressed	CGI
chr8	145577099	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr9	139590572	concordant	Blood_PBMC	14_ReprPCWk	Polycomb repressed	CGI
chr9	139912268	concordant	Blood_PBMC	4_Tx	Tran- scription	CGI
chr9	139912292	concordant	Blood_PBMC	4_Tx	Tran- scription	CGI
chr1	22920119	concordant	Neutrophil_CD15	15_Quies	Quiescent	CGI
chr1	27677072	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr1	29189655	concordant	Neutrophil_CD15	15_Quies	Quiescent	CGI
chr1	35586453	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr1	38227381	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr1	45189875	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	CGI
chr1	53925299	concordant	Neutrophil_CD15	15_Quies	Quiescent	CGI
chr1	53925306	concordant	Neutrophil_CD15	15_Quies	Quiescent	CGI
chr1	79472532	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr1	156830284	concordant	Neutrophil_CD15	12_EnhBiv	Bivalent	CGI
chr1	230415547	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr1	230415668	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr10	81967272	concordant	Neutrophil_CD15	15_Quies	Quiescent	CGI
chr10	81967281	concordant	Neutrophil_CD15	15_Quies	Quiescent	CGI
chr10	81967284	concordant	Neutrophil_CD15	15_Quies	Quiescent	CGI
chr10	94180753	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	CGI
chr10	102746534	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	CGI
chr10	118885753	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr10	134853084	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr11	60414767	concordant	Neutrophil_CD15	9_Het	Hetero- chromatin	CGI
chr11	64533623	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr11	64621386	concordant	Neutrophil_CD15	3_TxFlnk	Tran- scription	CGI
chr11	64662577	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr11	65315030	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr11	78614359	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr11	121028592	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr11	134257429	concordant	Neutrophil_CD15	15_Quies	Quiescent	CGI
chr12	5019024	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr12	48399295	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr12	49364094	concordant	Neutrophil_CD15	12_EnhBiv	Bivalent	CGI
chr12	113531238	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr12	117477000	concordant	Neutrophil_CD15	7_Enh	Enhancer	CGI
chr12	121890311	concordant	Neutrophil_CD15	7_Enh	Enhancer	CGI
chr12	133186923	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr12	133363304	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr13	102106423	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr13	111290667	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr13	113676829	concordant	Neutrophil_CD15	15_Quies	Quiescent	CGI
chr14	95826734	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr14	100141862	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr15	30336915	concordant	Neutrophil_CD15	15_Quies	Quiescent	CGI
chr15	42371653	concordant	Neutrophil_CD15	15_Quies	Quiescent	CGI
chr15	69325362	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr15	79092743	concordant	Neutrophil_CD15	15_Quies	Quiescent	CGI
chr16	4732369	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr16	51188372	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr16	88961784	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr16	89920590	concordant	Neutrophil_CD15	15_Quies	Quiescent	CGI
chr17	4900376	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	CGI
chr17	7165255	concordant	Neutrophil_CD15	12_EnhBiv	Bivalent	CGI
chr17	15821130	concordant	Neutrophil_CD15	12_EnhBiv	Bivalent	CGI
chr17	40715244	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	CGI
chr17	42431859	concordant	Neutrophil_CD15	11_BivFlnk	Bivalent	CGI
chr17	46669492	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr17	48649272	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr17	72931736	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr17	75789393	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr17	78188904	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr17	79428404	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	CGI
chr17	79466077	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr17	79495664	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr18	77171010	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr19	2323913	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr19	2425476	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	CGI
chr19	2717615	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr19	3611840	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr19	3698157	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	CGI
chr19	5093541	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr19	13944261	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	CGI
chr19	16466636	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	CGI
chr19	19654768	concordant	Neutrophil_CD15	15_Quies	Quiescent	CGI
chr19	36246402	concordant	Neutrophil_CD15	11_BivFlnk	Bivalent	CGI
chr19	36612911	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr19	40730425	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr19	57306738	concordant	Neutrophil_CD15	9_Het	Hetero- chromatin	CGI
chr19	58728560	concordant	Neutrophil_CD15	9_Het	Hetero- chromatin	CGI
chr2	636606	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr2	5832882	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr2	48844892	concordant	Neutrophil_CD15	15_Quies	Quiescent	CGI
chr2	48844908	concordant	Neutrophil_CD15	15_Quies	Quiescent	CGI
chr2	48844984	concordant	Neutrophil_CD15	15_Quies	Quiescent	CGI
chr2	72012863	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr2	131798087	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr2	162283979	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr2	176964101	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr2	198649783	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	CGI
chr2	219824761	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr2	223163033	concordant	Neutrophil_CD15	11_BivFlnk	Bivalent	CGI
chr2	234777085	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	CGI
chr2	236774071	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr20	32856747	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	CGI
chr20	44829722	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr20	62084549	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr21	36259383	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	CGI
chr21	36259397	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	CGI
chr21	36259460	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	CGI
chr21	45177538	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr22	29866624	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr22	50625225	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	CGI
chr3	10370624	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr3	13324924	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr3	68982020	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr3	105072683	concordant	Neutrophil_CD15	11_BivFlnk	Bivalent	CGI
chr3	122631723	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr3	138725153	concordant	Neutrophil_CD15	9_Het	Hetero- chromatin	CGI
chr3	138725199	concordant	Neutrophil_CD15	9_Het	Hetero- chromatin	CGI
chr3	183977549	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr4	964011	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr4	1570791	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr4	1625248	concordant	Neutrophil_CD15	15_Quies	Quiescent	CGI
chr4	3516534	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr4	3516637	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr4	8582287	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr4	10079364	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr4	187647690	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr5	1494980	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	CGI
chr5	2752882	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr5	115697214	concordant	Neutrophil_CD15	7_Enh	Enhancer	CGI
chr5	134363562	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr5	138730783	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr5	149569938	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr6	30228254	concordant	Neutrophil_CD15	10_TssBiv	Bivalent	CGI
chr6	31867757	concordant	Neutrophil_CD15	7_Enh	Enhancer	CGI
chr6	32847762	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr6	41374806	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr6	44119668	concordant	Neutrophil_CD15	7_Enh	Enhancer	CGI
chr6	44213713	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	CGI
chr6	88757302	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr6	100915191	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr7	4806949	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	CGI
chr7	55073248	concordant	Neutrophil_CD15	9_Het	Hetero- chromatin	CGI
chr7	64349450	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	CGI
chr7	101962225	concordant	Neutrophil_CD15	12_EnhBiv	Bivalent	CGI
chr7	121946036	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr7	155142756	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	CGI
chr8	21769903	concordant	Neutrophil_CD15	7_Enh	Enhancer	CGI
chr8	41583523	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr8	99953809	concordant	Neutrophil_CD15	11_BivFlnk	Bivalent	CGI
chr8	144790102	concordant	Neutrophil_CD15	9_Het	Hetero- chromatin	CGI
chr8	145577099	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	CGI
chr9	139590572	concordant	Neutrophil_CD15	7_Enh	Enhancer	CGI
chr9	139912268	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr9	139912292	concordant	Neutrophil_CD15	4_Tx	Tran- scription	CGI
chr1	22920119	concordant	Monocyte_CD14	14_ReprPCWk	Polycomb repressed	CGI
chr1	27677072	concordant	Monocyte_CD14	4_Tx	Tran- scription	CGI
chr1	29189655	concordant	Monocyte_CD14	15_Quies	Quiescent	CGI
chr1	35586453	concordant	Monocyte_CD14	2_TssAFlnk	Active promoter	CGI
chr1	38227381	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr1	45189875	concordant	Monocyte_CD14	2_TssAFlnk	Active promoter	CGI
chr1	53925299	concordant	Monocyte_CD14	15_Quies	Quiescent	CGI
chr1	53925306	concordant	Monocyte_CD14	15_Quies	Quiescent	CGI
chr1	79472532	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr1	156830284	concordant	Monocyte_CD14	12_EnhBiv	Bivalent	CGI
chr1	230415547	concordant	Monocyte_CD14	4_Tx	Tran- scription	CGI
chr1	230415668	concordant	Monocyte_CD14	4_Tx	Tran- scription	CGI
chr10	81967272	concordant	Monocyte_CD14	5_TxWk	Tran- scription	CGI
chr10	81967281	concordant	Monocyte_CD14	5_TxWk	Tran- scription	CGI
chr10	81967284	concordant	Monocyte_CD14	5_TxWk	Tran- scription	CGI
chr10	94180753	concordant	Monocyte_CD14	2_TssAFlnk	Active promoter	CGI
chr10	102746534	concordant	Monocyte_CD14	2_TssAFlnk	Active promoter	CGI
chr10	118885753	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr10	134853084	concordant	Monocyte_CD14	14_ReprPCWk	Polycomb repressed	CGI
chr11	60414767	concordant	Monocyte_CD14	9_Het	Hetero- chromatin	CGI
chr11	64533623	concordant	Monocyte_CD14	4_Tx	Tran- scription	CGI
chr11	64621386	concordant	Monocyte_CD14	6_EnhG	Enhancer	CGI
chr11	64662577	concordant	Monocyte_CD14	5_TxWk	Tran- scription	CGI
chr11	65315030	concordant	Monocyte_CD14	5_TxWk	Tran- scription	CGI
chr11	78614359	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr11	121028592	concordant	Monocyte_CD14	15_Quies	Quiescent	CGI
chr11	134257429	concordant	Monocyte_CD14	15_Quies	Quiescent	CGI
chr12	5019024	concordant	Monocyte_CD14	12_EnhBiv	Bivalent	CGI
chr12	48399295	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr12	49364094	concordant	Monocyte_CD14	12_EnhBiv	Bivalent	CGI
chr12	113531238	concordant	Monocyte_CD14	14_ReprPCWk	Polycomb repressed	CGI
chr12	117477000	concordant	Monocyte_CD14	4_Tx	Tran- scription	CGI
chr12	121890311	concordant	Monocyte_CD14	7_Enh	Enhancer	CGI
chr12	133186923	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr12	133363304	concordant	Monocyte_CD14	4_Tx	Tran- scription	CGI
chr13	102106423	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr13	111290667	concordant	Monocyte_CD14	4_Tx	Tran- scription	CGI
chr13	113676829	concordant	Monocyte_CD14	15_Quies	Quiescent	CGI
chr14	95826734	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr14	100141862	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr15	30336915	concordant	Monocyte_CD14	14_ReprPCWk	Polycomb repressed	CGI
chr15	42371653	concordant	Monocyte_CD14	15_Quies	Quiescent	CGI
chr15	69325362	concordant	Monocyte_CD14	14_ReprPCWk	Polycomb repressed	CGI
chr15	79092743	concordant	Monocyte_CD14	15_Quies	Quiescent	CGI
chr16	4732369	concordant	Monocyte_CD14	6_EnhG	Enhancer	CGI
chr16	51188372	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr16	88961784	concordant	Monocyte_CD14	4_Tx	Tran- scription	CGI
chr16	89920590	concordant	Monocyte_CD14	15_Quies	Quiescent	CGI
chr17	4900376	concordant	Monocyte_CD14	12_EnhBiv	Bivalent	CGI
chr17	7165255	concordant	Monocyte_CD14	12_EnhBiv	Bivalent	CGI
chr17	15821130	concordant	Monocyte_CD14	12_EnhBiv	Bivalent	CGI
chr17	40715244	concordant	Monocyte_CD14	7_Enh	Enhancer	CGI
